app_id,is_multiplayer,price,rating,release_date,required_age,title
34640,0,9.99,-1,"2009-11-04 00:00:00",0,"Massive Assault: Phantom Renaissance"
34810,0,2.99,-1,"2009-10-14 00:00:00",0,"Project Freedom"
34820,1,4.99,-1,"2009-10-14 00:00:00",0,"Combat Wings: Battle of Britain"
34900,0,0.99,-1,"2009-07-20 00:00:00",0,"Bad Rats: the Rats' Revenge"
35070,0,3.99,-1,"2009-10-01 00:00:00",0,"Flora's Fruit Farm"
35300,0,12.99,-1,"2009-07-20 00:00:00",0,Warfare
35320,1,14.99,-1,"2012-01-24 00:00:00",0,"Insane 2"
35420,1,0,-1,"2009-12-11 00:00:00",0,"Defence Alliance 2"
35480,0,9.99,-1,"2011-05-04 00:00:00",0,Dwarfs!?
35600,0,9.99,-1,"2009-11-05 00:00:00",0,"Big Brain Wolf"
35800,0,1.99,-1,"2009-07-06 00:00:00",0,"BRAINPIPE: A Plunge to Unhumanity"
36000,0,4.99,-1,"2009-08-04 00:00:00",0,"Foreign Legion: Buckets of Blood"
36100,0,4.99,-1,"2009-07-17 00:00:00",0,"Tradewinds Classics"
36110,0,4.99,-1,"2009-07-17 00:00:00",0,"Tradewinds Classics"
36120,0,4.99,-1,"2009-07-17 00:00:00",0,"Tradewinds Classics"
36130,0,14.99,-1,"2009-07-17 00:00:00",0,"Tradewinds Caravans + Odyssey Pack"
36140,0,14.99,-1,"2009-07-17 00:00:00",0,"Tradewinds Caravans + Odyssey Pack"
36150,0,14.99,-1,"2009-07-17 00:00:00",0,"Westward Collection"
36160,0,14.99,-1,"2009-07-17 00:00:00",0,"Westward Collection"
36170,0,14.99,-1,"2009-07-17 00:00:00",0,"Westward Collection"
36180,0,14.99,-1,"2009-07-17 00:00:00",0,"Cake Mania Collection"
36190,0,14.99,-1,"2009-07-17 00:00:00",0,"Cake Mania Collection"
36200,0,14.99,-1,"2009-07-17 00:00:00",0,"Cake Mania Collection"
36210,0,4.99,-1,"2009-07-17 00:00:00",0,"Monster Mash"
36240,0,6.99,-1,"2009-09-21 00:00:00",0,Kuros
36270,0,14.99,-1,"2009-07-17 00:00:00",0,"Super Granny Collection"
36280,0,14.99,-1,"2009-07-17 00:00:00",0,"Super Granny Collection"
36290,0,14.99,-1,"2009-07-17 00:00:00",0,"Super Granny Collection"
36300,0,6.99,-1,"2010-02-16 00:00:00",0,"Cake Mania Main Street™"
36310,0,6.99,-1,"2010-02-16 00:00:00",0,"Westward® IV: All Aboard"
